Year,Category,Title,Winners
1992,Best Classical Performance - Instrumental Solo Without Orchestra,"Horowitz - Discovered Treasures (Chopin, Liszt, Scarlatti, Scriabin, Clementi)","Vladimir Horowitz, artist."
1992,Best Chamber Music Performance,Brahms: Sonatas For Cello & Piano,"Emanuel Ax & Yo-Yo Ma, artists."
1992,Best Classical Vocal Performance,"Kathleen Battle At Carnegie Hall (Handel, Mozart, Liszt, Strauss, etc.)","Kathleen Battle, artist."
1992,Best Contemporary Composition,Barber: The Lovers,"Samuel Barber, composer."
1992,"Best Engineered Recording, Classical",R. Strauss: Die Frau Ohne Schatten,"James Lock, John Pellowe, Jonathan Stokes & Philip Siney, engineers."
1992,Classical Producer Of The Year,,"Michael Fine, producer."
1991,Record Of The Year,Unforgettable,"Natalie Cole, artist. David Foster, producer."
1991,Album Of The Year,Unforgettable With Love,"Natalie Cole, artist. Andre Fischer, David Foster & Tommy LiPuma, producers."
1991,Song Of The Year,Unforgettable,"Irving Gordon, songwriter."
1991,Best New Artist,,"Marc Cohn, artist."
1991,"Best Pop Vocal Performance, Female",Something To Talk About,"Bonnie Raitt, artist."
1991,"Best Pop Vocal Performance, Male",When A Man Loves A Woman,"Michael Bolton, artist."
1991,Best Pop Performance By A Duo Or Group With Vocal,Losing My Religion,"R.E.M. (Bill Berry, Peter Buck, Mike Mills, Michael Stipe), artist."
1991,Best Traditional Pop Performance,Unforgettable,"Natalie Cole, artist."
1991,Best Pop Instrumental Performance,Robin Hood - Prince Of Thieves,"Michael Kamen, artist."
1991,"Best Rock Vocal Performance, Solo",Luck Of The Draw,"Bonnie Raitt, artist."
1991,Best Rock Performance By A Duo Or Group With Vocal,"Good Man, Good Woman","Bonnie Raitt & Delbert McClinton, artists."
1991,Best Hard Rock Performance With Vocal,For Unlawful Carnal Knowledge,"Van Halen (Michael Anthony, Sammy Hagar, Alex Van Halen, Edward Van Halen), artist."
1991,Best Metal Performance,Metallica,"Metallica (Kirk Hammett, James Hetfield, Jason Newsted, Lars Ulrich), artist."
1991,Best Rock Instrumental Performance,Cliffs Of Dover,"Eric Johnson, artist."
1991,Best Rock Song,Soul Cages,"Sting, songwriter."
1991,Best Alternative Music Album,Out Of Time,"R.E.M. (Bill Berry, Peter Buck, Mike Mills, Michael Stipe), artist."
1991,"Best R&B Vocal Performance, Female",Burnin',"Patti LaBelle, artist. (TIE)"
1991,"Best R&B Vocal Performance, Female",How Can I Ease The Pain,"Lisa Fischer, artist. (TIE)"
1991,"Best R&B Vocal Performance, Male",Power Of Love,"Luther Vandross, artist."
1991,Best R&B Performance By A Duo Or Group With Vocal,Cooleyhighharmony,"Boyz II Men (Michael McCary, Nathan Morris, Wanya Morris, Shawn Stockman), artist."
1991,Best Rhythm & Blues Song,Power Of Love/Love Power,"Luther Vandross, Marcus Miller & Teddy Vann, songwriters."
1991,Best Rap Solo Performance,Mama Said Knock You Out,"LL Cool J, artist."
1991,Best Rap Performance By A Duo Or Group,Summertime,"D.J. Jazzy Jeff And The Fresh Prince (D.J. Jazzy Jeff, Fresh Prince, Will Smith, Jeff Townes), artist."
1991,Best New Age Album,Fresh Aire 7,"Chip Davis, artist."
1991,Best Contemporary Jazz Performance,Sassy,"Manhattan Transfer (Cheryl Bentyne, Tim Hauser, Alan Paul, Janis Siegel), artist."
1991,Best Jazz Vocal Performance,He Is Christmas,"Take 6 (Alvin Chea, Cedric Dent, Joel Kibble, Mark Kibble, Claude V. McKnight III, David Thomas), artist."
1991,Best Jazz Instrumental Solo,I Remember You,"Stan Getz, soloist."
1991,"Best Jazz Instrumental Performance, Group",Saturday Night At The Blue Note,"Oscar Peterson Trio (Ray Brown, Herb Ellis, Oscar Peterson), artist."
1991,Best Large Jazz Ensemble Performance,Live At The Royal Festival Hall,"Dizzy Gillespie, artist."
1991,"Best Country Vocal Performance, Female",Down At The Twist And Shout,"Mary Chapin Carpenter, artist."
1991,"Best Country Vocal Performance, Male",Ropin' The Wind,"Garth Brooks, artist."
1991,Best Country Performance By A Duo Or Group With Vocal,Love Can Build A Bridge,"Judds (Naomi Judd, Wynonna Judd), artist."
1991,Best Country Vocal Collaboration,Restless,"Ricky Skaggs, Steve Wariner &Vince Gill, artists."
1991,Best Country Instrumental Performance,The New Nashville Cats,"Mark O'Connor, artist."
1991,Best Bluegrass Album,Spring Training,"Carl Jackson & John Starling, artists."
1991,Best Country Song,Love Can Build A Bridge,"John Jarvis, Naomi Judd & Paul Overstreet, songwriters."
1991,Best Rock/Contemporary Gospel Album,Under Their Influence,"Russ Taff, artist."
1991,Best Pop Gospel Album,For The Sake Of The Call,"Steven Curtis Chapman, artist."
1991,Best Southern Gospel Album,Homecoming,"Gaither Vocal Band (Bill Gaither), artist."
1991,Best Traditional Soul Gospel Album,Pray For Me,"Mighty Clouds Of Joy (Michael Cook, Elmo Franklin, Joe Ligon, Michael McCowan, Richard Wallace), artist."
1991,Best Contemporary Soul Gospel Album,Different Lifestyles,"BeBe Winans & CeCe Winans, artists."
1991,Best Gospel Album By Choir Or Chorus,The Evolution Of Gospel,"Gary Hines, choir director."
1991,Best Latin Pop Album,Cosas Del Amor,"Vikki Carr, artist."
1991,Best Tropical Latin Album,Bachata Rosa,"Juan Luis Guerra 4.40 (Juan Luis Guerra), artist."
1991,Best Mexican-American Album,16 de Septiembre,"Little Joe, artist."
1991,Best Traditional Blues Album,Live At The Apollo,"B.B. King, artist."
1991,Best Contemporary Blues Album,"Damn Right, I've Got The Blues","Buddy Guy, artist."
1991,Best Traditional Folk Album,The Civil War - Original Soundtrack,"John Colby & Ken Burns, producers."
1991,Best Contemporary Folk Album,The Missing Years,"John Prine, artist."
1991,Best Reggae Album,As Raw As Ever,"Shabba Ranks, artist."
1991,Best World Music Album,Planet Drum,"Mickey Hart, artist."
1991,Best Polka Album,Live At Gilley's!,"Jimmy Sturr, artist."
1991,Best Album For Children,A Capella Kids,"Clifford ""Barney"" Robertson, producer."
1991,Best Comedy Album,P.D.Q. Bach: WTWP Classical Talkity-Talk Radio,"Peter Schickele, artist."
1991,Best Spoken Word Or Non-Musical Album,The Civil War,"Ken Burns, narrator."
1991,Best Musical Show Album,The Will Rogers Follies,"Cy Coleman, composer. Adolph Green & Betty Comden, lyricists. Cy Coleman & Mike Berniker, producers."
1991,Best Instrumental Composition,Basque,"Elton John, composer."
1991,Best Instrumental Composition Written For A Motion Picture Or For Television,Dances With Wolves,"John Barry, composer."
1991,Best Song Written Specifically For A Motion Picture Or For Television,(Everything I Do) I Do It For You (From Robin Hood - Prince Of Thieves),"Bryan Adams, Michael Kamen & Robert John ""Mutt"" Lange, songwriters."
1991,Best Music Video - Short Form,Losing My Religion,"R.E.M. (Bill Berry, Peter Buck, Mike Mills, Michael Stipe), artist. Tarsem, video director. Dave Ramser, video producer."
1991,"Best Music Video, Long Form",Madonna - Blonde Ambition World Tour Live,"Madonna, artist. David Mallet & Mark ""Aldo"" Miceli, video directors. Anthony Eaton, video producer."
1991,Best Arrangement On An Instrumental,Medley: Bess You Is My Woman/I Loves You Porgy,"Dave Grusin, arranger."
1991,Best Instrumental Arrangement Accompanying Vocal(s),Unforgettable,"Johnny Mandel, arranger."
1991,Best Engineered Album - Non-Classical,Unforgettable With Love,"Al Schmitt, Armin Steiner, David Reitzas & Woody Woodruff, engineers."
1991,Producer Of The Year (Non Classical),,"David Foster, producer."
1991,Best Album Package,Billie Holiday - The Complete Decca Recordings,"Vartan, art director."
1991,Best Album Notes,Star Time,"Alan M. Leeds, Cliff White, Harry Weinger, James Brown & Nelson George, album notes writers."
1991,Best Historical Album,Billie Holiday - The Complete Decca Recordings,"Andy McKaie & Steven Lasker, producers."
1991,Best Classical Album,Bernstein: Candide,"Adolph Green, Christa Ludwig, Della Jones, Jerry Hadley, June Anderson, Kurt Ollmann & Nicolai Gedda, artists. Leonard Bernstein, conductor. Hans Weber, producer."
1991,Best Orchestral Performance,Corigliano: Symphony No. 1,"Daniel Barenboim, conductor."
1991,Best Opera Recording,Wagner: Gotterdammerung,"Bernd Weikl, Cheryl Studer, Ekkehard Wlaschiha, Hanna Schwarz, Hildegard Behrens, Matti Salminen & Reiner Goldberg, artists. James Levine, conductor. Cord Garben, producer."
1991,Best Performance Of A Choral Work,Bach: Mass In B Minor,"Margaret Hillis, choir director.Georg Solti, conductor."
1991,Best Instrumental Soloist With Orchestra,Barber: Piano Concerto,"John Browning, artist."
1991,Best Classical Performance Instrumental Solo Without Orchestra,Granados: Goyescas; Allegro De Concierto; Danza Lenta,"Alicia De Larrocha, artist."
1991,Best Chamber Music Performance,Brahms: Piano Quartets (Op. 25 & 26),"Emanuel Ax, Isaac Stern, Jaime Laredo & Yo-Yo Ma, artists."
1991,Best Classical Vocal Soloist,"The Girl With Orange Lips (Falla, Ravel, etc.)","Dawn Upshaw, artist."
1991,Best Contemporary Composition,Corigliano: Symphony No. 1,"John Corigliano, composer."
1991,"Best Engineered Recording, Classical",Bernstein: Candide,"Gregor Zielinsky, engineer."
1991,Classical Producer Of The Year,,"James Mallinson, producer."
1990,Record Of The Year,Another Day In Paradise,"Phil Collins, artist. Hugh Padgham & Phil Collins, producers."
1990,Album Of The Year,Back On The Block,"Quincy Jones, artist. Quincy Jones, producer."
1990,Song Of The Year,From A Distance,"Julie Gold, songwriter."
1990,Best New Artist,,"Mariah Carey, artist."
1990,"Best Pop Vocal Performance, Female",Vision Of Love,"Mariah Carey, artist."
1990,"Best Pop Vocal Performance, Male",Oh Pretty Woman,"Roy Orbison, artist."
1990,Best Pop Performance By A Duo Or Group With Vocal,All My Life,"Aaron Neville & Linda Ronstadt, artists."
1990,Best Pop Instrumental Performance,Twin Peaks Theme,"Angelo Badalamenti, artist."
1990,"Best Rock Vocal Performance, Female",Black Velvet,"Alannah Myles, artist."
1990,"Best Rock Vocal Performance, Male",Bad Love,"Eric Clapton, artist."
1990,Best Rock Performance By A Duo Or Group With Vocal,Janie's Got A Gun,"Aerosmith (Tom Hamilton, Joey Kramer, Joe Perry, Steven Tyler, Brad Whitford), artist."
1990,Best Rock Instrumental Performance,D/FW,"Vaughan Brothers (Jimmie Vaughan, Stevie Ray Vaughan), artist."
1990,Best Hard Rock Performance,Time's Up,"Living Colour (William Calhoun, Corey Glover, Vernon Reid, Muzz Skillings), artist."
1990,Best Metal Performance,Stone Cold Crazy,"Metallica (Kirk Hammett, James Hetfield, Jason Newsted, Lars Ulrich), artist."
1990,Best Alternative Music Performance,I Do Not Want What I Haven't Got,"Sinéad O'Connor, artist."
1990,"Best R&B Vocal Performance, Female",Compositions,"Anita Baker, artist."
1990,"Best R&B Vocal Performance, Male",Here And Now,"Luther Vandross, artist."
1990,Best R&B Performance By A Duo Or Group With Vocal,I'll Be Good To You,"Chaka Khan & Ray Charles, artists."
1990,Best Rhythm & Blues Song,U Can't Touch This,"Alonzo Miller, M.C. Hammer & Rick James, songwriters."
1990,Best Rap Solo Performance,U Can't Touch This,"M.C. Hammer, artist."
1990,Best Rap Performance By A Duo Or Group,Back On The Block,"Big Daddy Kane, Ice-T, Kool Moe Dee, Melle Mel, Quincy D. III & Quincy Jones, artists."
1990,Best New Age Performance,Mark Isham,"Mark Isham, artist."
1990,Best Jazz Fusion Performance,Birdland,"Quincy Jones, artist."
1990,"Best Jazz Vocal Performance, Female",All That Jazz,"Ella Fitzgerald, artist."
1990,"Best Jazz Vocal Performance, Male",We Are In Love,"Harry Connick Jr., artist."
1990,"Best Jazz Instrumental Performance, Soloist",The Legendary Oscar Peterson Trio Live At The Blue Note,"Oscar Peterson, soloist."
1990,"Best Jazz Instrumental Performance, Group",The Legendary Oscar Peterson Trio Live At The Blue Note,"Oscar Peterson Trio (Ray Brown, Herb Ellis, Oscar Peterson), artist."
1990,"Best Jazz Instrumental Performance, Big Band",Basie's Bag,"Frank Foster, artist."
1990,"Best Country Vocal Performance, Female",Where've You Been,"Kathy Mattea, artist."
1990,"Best Country Vocal Performance, Male",When I Call Your Name,"Vince Gill, artist."
1990,Best Country Performance By A Duo Or Group With Vocal,Pickin' On Nashville,"Kentucky Headhunters (Greg Martin, Doug Phelps, Ricky Lee Phelps, Fred Young, Richard Young), artist."
1990,Best Country Vocal Collaboration,Poor Boy Blues,"Chet Atkins & Mark Knopfler, artists."
1990,Best Country Instrumental Performance,"So Soft, Your Goodbye","Chet Atkins & Mark Knopfler, artists."
1990,Best Bluegrass Recording,I've Got That Old Feeling,"Alison Krauss, artist."
1990,Best Country Song,Where've You Been,"Don Henry & Jon Vesner, songwriters."
1990,Best Rock/Contemporary Gospel Album,Beyond Belief,"Petra (Ronny Cates, Bob Hartman, John Lawry, John Schlitt, Louie Weaver), artist."
1990,Best Pop Gospel Album,Another Time... Another Place,"Sandi Patti, artist."
1990,Best Southern Gospel Album,The Great Exchange,"Bruce Carroll, artist."
1990,Best Traditional Soul Gospel Performance,Tramaine Hawkins Live,"Tramaine Hawkins, artist."
1990,Best Contemporary Soul Gospel Album,So Much 2 Say,"Take 6 (Alvin Chea, Cedric Dent, Mark Kibble, Claude V. McKnight III, David Thomas, Mervyn E. Warren), artist."
1990,Best Gospel Album By A Choir Or Chorus,Having Church,"James Cleveland, choir director."
1990,Best Latin Pop Performance,Por Que Te Tengo Que Olvidar?,"Jose Feliciano, artist."
1990,Best Tropical Latin Performance,Lambada Timbales,"Tito Puente, artist."
1990,Best Mexican-American Performance,Soy De San Luis,"Texas Tornados (Freddy Fender, Flaco Jimenez, Augie Meyers, Doug Sahm), artist."
1990,Best Traditional Blues Recording,Live At San Quentin,"B.B. King, artist."
1990,Best Contemporary Blues Recording,Family Style,"Vaughan Brothers (Jimmie Vaughan, Stevie Ray Vaughan), artist."
1990,Best Traditional Folk Recording,On Praying Ground,"Doc Watson, artist."
1990,Best Contemporary Folk Recording,Steady On,"Shawn Colvin, artist."
1990,Best Reggae Recording,Time Will Tell - A Tribute To Bob Marley,"Bunny Wailer, artist."
1990,Best Polka Recording,When It's Polka Time At Your House,"Jimmy Sturr, artist."
1990,Best Recording For Children,The Little Mermaid,"Alan Menken, composer. Howard Ashman, lyricist."
1990,Best Comedy Recording,P.D.Q. Bach: Oedipus Tex And Other Choral Calamities,"Peter Schickele, artist."
1990,Best Spoken Word Or Non-Musical Recording,Gracie - A Love Story,"George Burns, narrator."
1990,Best Musical Cast Show Album,Les Miserables - The Complete Symphonic Recording,"David Caddick, producer."
1990,Best Instrumental Composition,Change Of Heart,"Pat Metheny, composer."
1990,Best Instrumental Composition Written For A Motion Picture Or For Television,Glory,"James Horner, composer."
1990,Best Song Written Specifically For A Motion Picture Or For Television,Under The Sea (From The Little Mermaid),"Alan Menken, composer. Howard Ashman, lyricist."
1990,Best Music Video - Short Form,Opposites Attract,"Paula Abdul, artist. Candice Reckinger & Michael Patterson, video directors. Sharon Oreck, video producer."
1990,Best Music Video - Long Form,Please Hammer Don't Hurt 'Em - The Movie,"M.C. Hammer, artist. Rupert Wainwright, video director. John Oetjen, video producer."
1990,Best Arrangement On An Instrumental,Birdland,"Ian Prince, Jerry Hey, Quincy Jones & Rod Temperton, arrangers."
1990,Best Instrumental Arrangement Accompanying Vocal(s),The Places You Find Love,"Clif Magness, Glen Ballard, Jerry Hey & Quincy Jones, arrangers."
1990,Best Engineered Recording - Non-Classical,Back On The Block,"Bruce Swedien, engineer."
1990,Producer Of The Year (Non-Classical),,"Quincy Jones, producer."
1990,Best Album Package,Days Of Open Hand,"Jeffrey Gold, Len Peltier & Suzanne Vega, art directors."
1990,Best Album Notes,Brownie - The Complete Emarcy Recordings Of Clifford Brown,"Dan Morgenstern, album notes writer."
1990,Best Historical Album,Robert Johnson - The Complete Recordings,"Lawrence Cohn & Stephen Lavere, producers."
1990,Best Classical Album,Ives: Sym. No. 2; Gong On The Hook And Ladder; Central Park In The Dark; The Unanswered Question,"Leonard Bernstein, artist. Hans Weber, producer."
1990,Best Orchestral Performance,Shostakovich: Symphonies Nos. 1 & 7,"Leonard Bernstein, conductor."
1990,Best Opera Recording,Wagner: Das Rheingold,"Christa Ludwig, Ekkehard Wlaschiha, Heinz Zednik, James Morris, Jan Hendrik Rootering, Kurt Moll & Siegfried Jerusalem, artists. James Levine, conductor. Cord Garben, producer."
1990,Best Choral Performance (Other Than Opera),Walton: Belshazzar's Feast/Bernstein: Chichester Psalms; Missa Brevis,"Robert Shaw, conductor."
1990,"Best Classical Performance, Instrumental Soloist (With Orchestra)",Shostakovich: Violin Concerto No. 1 In A Minor/Glazunov: Violin Concerto In A Minor,"Itzhak Perlman, artist."
1990,"Best Classical Performance, Instrumental Soloist (Without Orchestra)",The Last Recording,"Vladimir Horowitz, artist."
1990,Best Chamber Music Or Other Small Ensemble Performance,Brahms: The Three Violin Sonatas,"Daniel Barenboim & Itzhak Perlman, artists."
